articleName,articleTime,articleUrl,articleWriter
Алгоритмы построения состояний анализатора для КСР-языка,2016 ,https://cyberleninka.ru/article//article/n/algoritmy-postroeniya-sostoyaniy-analizatora-dlya-ksr-yazyka, Федорченко Людмила Николаевна
Автоматизация построения и исследования управления динамическими объектами на основе технологии нечёткой логики в системе гамма-3,2015 ,https://cyberleninka.ru/article//article/n/avtomatizatsiya-postroeniya-i-issledovaniya-upravleniya-dinamicheskimi-obektami-na-osnove-tehnologii-nechyotkoy-logiki-v-sisteme-gamma," Михайлова Л.С., Пахомов М.А., Степанов А.М., Степанов М.Ф."
Об одном методе автоматного моделирования сетевых информационных систем,2015 ,https://cyberleninka.ru/article//article/n/ob-odnom-metode-avtomatnogo-modelirovaniya-setevyh-informatsionnyh-sistem," Сытник А.А., Гвоздюк И.В."
Применение энтропии для оценки неопределенности дорожно-транспортной ситуации,2015 ,https://cyberleninka.ru/article//article/n/primenenie-entropii-dlya-otsenki-neopredelennosti-dorozhno-transportnoy-situatsii, Щеголева Н.В.
Повышение эффективности обработки видеоинформации при помощи GRID-вычислений,2009 ,https://cyberleninka.ru/article//article/n/povyshenie-effektivnosti-obrabotki-videoinformatsii-pri-pomoschi-grid-vychisleniy," Долинина Ольга Николаевна, Оуграбко Александр Вадимович"
Методика автоматизированного принятия решений об оперировании больных,2009 ,https://cyberleninka.ru/article//article/n/metodika-avtomatizirovannogo-prinyatiya-resheniy-ob-operirovanii-bolnyh," Суятинов Сергей Игоревич, Ланцберг Анна Вильямовна, Золотько Анастасия Евгеньевна"
К теории информации,2009 ,https://cyberleninka.ru/article//article/n/k-teorii-informatsii, Уваров Григорий Николаевич
"Применение междисциплинарных решений в управлении, или как использовать опыт эксплуатации технических систем при распределении загрузки персонала",2017 ,https://cyberleninka.ru/article//article/n/primenenie-mezhdistsiplinarnyh-resheniy-v-upravlenii-ili-kak-ispolzovat-opyt-ekspluatatsii-tehnicheskih-sistem-pri-raspredelenii, Сморчкова О.В.
Применение суперкомпьютерных технологий в общественных науках,2014 ,https://cyberleninka.ru/article//article/n/primenenie-superkompyuternyh-tehnologiy-v-obschestvennyh-naukah," Макаров Валерий Леонидович, Бахтизин Альберт Рауфович"
Управление транспортным обслуживанием клиентов в логистических системах предприятий АПК Украины на основе использования задачи о назначениях,2013 ,https://cyberleninka.ru/article//article/n/upravlenie-transportnym-obsluzhivaniem-klientov-v-logisticheskih-sistemah-predpriyatiy-apk-ukrainy-na-osnove-ispolzovaniya-zadachi-o," Сумец А.М., Кушнерук Ю.И."
"Опыт классификации объектов, входящих в систему электронной книги",2016 ,https://cyberleninka.ru/article//article/n/opyt-klassifikatsii-obektov-vhodyaschih-v-sistemu-elektronnoy-knigi, Динер Елена Васильевна
Программное управление сетевым комплексом сбора и обработки геофизических данных,2016 ,https://cyberleninka.ru/article//article/n/programmnoe-upravlenie-setevym-kompleksom-sbora-i-obrabotki-geofizicheskih-dannyh," Матвеев Илья Николаевич, Хайретдинов Марат Саматович"
Искусственный интеллект и производственная безопасность: настоящее и будущее,2016 ,https://cyberleninka.ru/article//article/n/iskusstvennyy-intellekt-i-proizvodstvennaya-bezopasnost-nastoyaschee-i-buduschee, Сырецкий Геннадий Александрович
